OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,MonitoringLocationIdentifier,ResultIdentifier,CharacteristicName,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700243,USGS-03497300,NWIS-65606440,Manganese,Historical Lower Reporting Limit,1.00,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700243,USGS-03497300,NWIS-65606441,Mercury,Historical Lower Reporting Limit,0.1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700243,USGS-03497300,NWIS-65606442,Molybdenum,Historical Lower Reporting Limit,10.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700243,USGS-03497300,NWIS-65606443,Nickel,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700243,USGS-03497300,NWIS-65606444,Selenium,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700243,USGS-03497300,NWIS-65606445,Silver,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700243,USGS-03497300,NWIS-65606526,Vanadium,Historical Lower Reporting Limit,6.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700243,USGS-03497300,NWIS-65606528,Alpha particle,Historical Lower Reporting Limit,0.4,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700243,USGS-03497300,NWIS-65606533,Alpha particle,Historical Lower Reporting Limit,0.4,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700243,USGS-03497300,NWIS-65606534,Beta particle,Historical Lower Reporting Limit,0.4,pCi/L,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700243,USGS-03497300,NWIS-65606535,Beta particle,Historical Lower Reporting Limit,0.4,pCi/L,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-45104999,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-45105000,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-45105003,Nitrite,Historical Lower Reporting Limit,0.033,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-45105004,Organic Nitrogen,Historical Lower Reporting Limit,0.40,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-45105005,Orthophosphate,Historical Lower Reporting Limit,0.031,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-45105006,Suspended Sediment Discharge,Historical Lower Reporting Limit,0.81,tons/day,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66492955,Fluoride,Historical Lower Reporting Limit,0.10,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66492963,Ammonia and ammonium,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66492964,Ammonia and ammonium,Historical Lower Reporting Limit,0.01,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66492966,Nitrite,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66492968,Orthophosphate,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66493060,Arsenic,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66493062,Beryllium,Historical Lower Reporting Limit,0.50,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66493063,Cadmium,Historical Lower Reporting Limit,1.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66493064,Chromium,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66493065,Cobalt,Historical Lower Reporting Limit,3.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66493066,Copper,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66493068,Lead,Historical Lower Reporting Limit,5,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66493069,Lithium,Historical Lower Reporting Limit,4.00,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66493071,Mercury,Historical Lower Reporting Limit,0.1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66493072,Molybdenum,Historical Lower Reporting Limit,10.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66493073,Nickel,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66493074,Selenium,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66493075,Silver,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66493077,Vanadium,Historical Lower Reporting Limit,6.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700288,USGS-03497300,NWIS-66493164,Suspended Sediment Concentration (SSC),Historical Lower Reporting Limit,1,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-43276168,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-43276171,Nitrite,Historical Lower Reporting Limit,0.033,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-43276172,Orthophosphate,Historical Lower Reporting Limit,0.031,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681808,Fluoride,Historical Lower Reporting Limit,0.10,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681818,Ammonia and ammonium,Historical Lower Reporting Limit,0.01,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681820,Nitrite,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681823,Orthophosphate,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681898,Aluminum,Historical Lower Reporting Limit,10,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681899,Arsenic,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681901,Beryllium,Historical Lower Reporting Limit,0.50,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681902,Cadmium,Historical Lower Reporting Limit,1.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681903,Chromium,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681904,Cobalt,Historical Lower Reporting Limit,3.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681907,Lead,Historical Lower Reporting Limit,5,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681908,Lithium,Historical Lower Reporting Limit,4.00,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681910,Mercury,Historical Lower Reporting Limit,0.1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681913,Selenium,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681914,Silver,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700402,USGS-03497300,NWIS-63681916,Vanadium,Historical Lower Reporting Limit,6.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700515,USGS-03497300,NWIS-45105097,Nitrite,Historical Lower Reporting Limit,0.033,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700515,USGS-03497300,NWIS-45105098,Organic Nitrogen,Historical Lower Reporting Limit,0.18,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700515,USGS-03497300,NWIS-45105099,Orthophosphate,Historical Lower Reporting Limit,0.031,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700515,USGS-03497300,NWIS-45105100,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,0.45,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700515,USGS-03497300,NWIS-66503359,Kjeldahl nitrogen,Historical Lower Reporting Limit,0.20,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700515,USGS-03497300,NWIS-66503439,Nitrite,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700515,USGS-03497300,NWIS-66503440,Orthophosphate,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700515,USGS-03497300,NWIS-66503446,Alpha particle,Historical Lower Reporting Limit,0.4,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98700515,USGS-03497300,NWIS-66503451,Alpha particle,Historical Lower Reporting Limit,0.4,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-43276277,Nitrate,Historical Lower Reporting Limit,0.443,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-43276278,Nitrate,Historical Lower Reporting Limit,0.100,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-43276352,Nitrite,Historical Lower Reporting Limit,0.033,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-43276353,Orthophosphate,Historical Lower Reporting Limit,0.031,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-43276354,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,2.8,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63706819,Inorganic nitrogen (nitrate and nitrite),Historical Lower Reporting Limit,0.100,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63706820,Nitrite,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63706822,Orthophosphate,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63706892,Phosphorus,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63710604,Arsenic,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63710606,Beryllium,Historical Lower Reporting Limit,0.50,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63710607,Cadmium,Historical Lower Reporting Limit,1.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63710608,Chromium,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63710609,Cobalt,Historical Lower Reporting Limit,3.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63710610,Copper,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63710613,Lithium,Historical Lower Reporting Limit,4.00,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63710681,Mercury,Historical Lower Reporting Limit,0.1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63710682,Molybdenum,Historical Lower Reporting Limit,10.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63710683,Nickel,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63710684,Selenium,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63710685,Silver,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800039,USGS-03497300,NWIS-63710687,Vanadium,Historical Lower Reporting Limit,6.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800085,USGS-03497300,NWIS-43251834,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800085,USGS-03497300,NWIS-43251835,Nitrate,Historical Lower Reporting Limit,0.443,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800085,USGS-03497300,NWIS-43251836,Nitrate,Historical Lower Reporting Limit,0.100,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800085,USGS-03497300,NWIS-43251837,Nitrite,Historical Lower Reporting Limit,0.033,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800085,USGS-03497300,NWIS-43251909,Organic Nitrogen,Historical Lower Reporting Limit,0.19,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800085,USGS-03497300,NWIS-43251910,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,0.30,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800085,USGS-03497300,NWIS-63592382,Kjeldahl nitrogen,Historical Lower Reporting Limit,0.20,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800085,USGS-03497300,NWIS-63592385,Ammonia and ammonium,Historical Lower Reporting Limit,0.01,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800085,USGS-03497300,NWIS-63592386,Inorganic nitrogen (nitrate and nitrite),Historical Lower Reporting Limit,0.100,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800085,USGS-03497300,NWIS-63592387,Nitrite,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-45105285,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-45105348,Nitrite,Historical Lower Reporting Limit,0.033,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-45105349,Organic Nitrogen,Historical Lower Reporting Limit,0.18,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-45105350,Orthophosphate,Historical Lower Reporting Limit,0.031,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-45105351,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,0.35,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540453,Kjeldahl nitrogen,Historical Lower Reporting Limit,0.20,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540454,Ammonia and ammonium,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540458,Nitrite,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540459,Orthophosphate,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540460,Phosphorus,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540461,Phosphorus,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540542,Aluminum,Historical Lower Reporting Limit,10,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540543,Arsenic,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540545,Beryllium,Historical Lower Reporting Limit,0.50,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540548,Cobalt,Historical Lower Reporting Limit,3.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540549,Copper,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540551,Lead,Historical Lower Reporting Limit,5,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540552,Lithium,Historical Lower Reporting Limit,4.00,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540554,Mercury,Historical Lower Reporting Limit,0.1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540555,Molybdenum,Historical Lower Reporting Limit,10.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540556,Nickel,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66540557,Selenium,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66543442,Silver,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66543444,Vanadium,Historical Lower Reporting Limit,6.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66543526,Alpha particle,Historical Lower Reporting Limit,0.4,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66543530,Gross-Uranium,Historical Lower Reporting Limit,0.010,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66543531,Alpha particle,Historical Lower Reporting Limit,0.4,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66543532,Beta particle,Historical Lower Reporting Limit,0.4,pCi/L,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800129,USGS-03497300,NWIS-66543533,Beta particle,Historical Lower Reporting Limit,0.4,pCi/L,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800209,USGS-03497300,NWIS-45105440,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800209,USGS-03497300,NWIS-45105441,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800209,USGS-03497300,NWIS-45105444,Nitrite,Historical Lower Reporting Limit,0.328,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800209,USGS-03497300,NWIS-45105445,Organic Nitrogen,Historical Lower Reporting Limit,0.30,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.98800209,USGS-03497300,NWIS-45105446,Orthophosphate,Historical Lower Reporting Limit,0.031,mg/l asPO4,NWIS
